park_name,state,region,trail_name,distance_miles,elevation_gain_ft,difficulty,latitude,longitude
Acadia National Park,Maine,Northeast,A. Murray Young Path via Canon Brook  and Dorr South Ridge Trail,4.7,1213,Expert,44.34815,-68.20223
Acadia National Park,Maine,Northeast,Acadia Carriage Road from Bar Harbor to Jordan Pond,25.3,1738,Moderate,44.39098,-68.20664
Acadia National Park,Maine,Northeast,Acadia East Trail,1.0,374,Easy,44.35016,-68.054
Acadia National Park,Maine,Northeast,Acadia Long Pond Loop Trail,4.9,761,Moderate,44.3002,-68.34999
Acadia National Park,Maine,Northeast,Acadia Mountain and Man O War Trail,2.5,682,Moderate,44.3219,-68.3327
Acadia National Park,Maine,Northeast,Acadia Mountain and St. Sauveur Mountain Trail Loop,3.5,1167,Hard,44.32162,-68.33279
Acadia National Park,Maine,Northeast,Acadia Park Loop Road,24.5,2047,Easy,44.40949,-68.24721
Acadia National Park,Maine,Northeast,Alder Path Trail,1.3,95,Easy,44.34438,-68.05612
Acadia National Park,Maine,Northeast,Alder Trail to The Anvil,2.4,511,Easy,44.35004,-68.05398
Acadia National Park,Maine,Northeast,Alder and Anvil Trails Loop,2.2,492,Moderate,44.33882,-68.04581
Acadia National Park,Maine,Northeast,Around The Mountain Loop Trail,15.3,1148,Hard,44.32013,-68.25334
Acadia National Park,Maine,Northeast,Asticou and Jordan Pond Path,2.0,193,Easy,44.32026,-68.25527
Acadia National Park,Maine,Northeast,Aunt Betty Loop,5.9,465,Moderate,44.37815,-68.25278
Acadia National Park,Maine,Northeast,Bald Peak Trail,2.3,725,Moderate,44.32583,-68.2912
Acadia National Park,Maine,Northeast,Bar Island Trail,1.8,170,Easy,44.3921,-68.21009
Acadia National Park,Maine,Northeast,Bass Harbor Head Light Trail,0.2,32,Moderate,44.22251,-68.33698
Acadia National Park,Maine,Northeast,Beachcroft Path Trail,2.1,951,Moderate,44.35841,-68.20551
Acadia National Park,Maine,Northeast,Beachcroft Path and Champlain North Ridge Trail,3.0,1000,Moderate,44.35911,-68.20595
Acadia National Park,Maine,Northeast,Beech Cliff  Ladder and Canada Cliff Loop,1.6,488,Moderate,44.31496,-68.33658
Acadia National Park,Maine,Northeast,Beech Cliff Trail via Beech Cliff Loop,1.4,547,Moderate,44.31527,-68.34355
Acadia National Park,Maine,Northeast,Beech Mountain Loop Trail,1.2,347,Moderate,44.31514,-68.34318
Acadia National Park,Maine,Northeast,Beech Mountain West Ridge Trail,1.8,761,Moderate,44.30021,-68.3498
Acadia National Park,Maine,Northeast,Beech Mountain West Ridge and South Ridge Trails Loop,2.5,767,Moderate,44.30025,-68.34985
Acadia National Park,Maine,Northeast,Beech Mountain and Valley Loop,2.3,479,Moderate,44.31519,-68.34331
Acadia National Park,Maine,Northeast,"Beehive, Gorham Mountain and Ocean Path Loop",3.5,784,Hard,44.33007,-68.18421
Acadia National Park,Maine,Northeast,"Beehive, The Bowl, and Gorham Mountain",2.4,705,Moderate,44.33165,-68.1853
Acadia National Park,Maine,Northeast,"Beehive, the Bowl, Gorham Mountain, Ocean Drive Loop",6.3,1023,Hard,44.32984,-68.18427
Acadia National Park,Maine,Northeast,Bernard Mountain Loop Trail,4.1,1640,Expert,44.29241,-68.3869
Acadia National Park,Maine,Northeast,Bernard Mountain Trail,3.1,1000,Moderate,44.29508,-68.36318
Acadia National Park,Maine,Northeast,Bernard Mountain: West Ledge Trail,1.8,764,Moderate,44.29215,-68.38707
Acadia National Park,Maine,Northeast,Birch Harbor Mountain Bike Path,5.8,518,Easy,44.37799,-68.03679
Acadia National Park,Maine,Northeast,Birch Spring Trail,5.0,1328,Hard,44.32044,-68.25414
Acadia National Park,Maine,Northeast,Bowditch and Long Pond Trails via Duck Harbor Trail,8.8,1099,Hard,44.0742,-68.63643
Acadia National Park,Maine,Northeast,"Bowl, Beehive, Chaplain South Ridge and The Precipice Trail",5.5,2135,Moderate,44.33154,-68.18515
Acadia National Park,Maine,Northeast,Bubble Divide and Sargent East Cliffs Trail Loop,3.8,1597,Moderate,44.34116,-68.25029
Acadia National Park,Maine,Northeast,"Bubble Divide, Sargent East Cliffs, Penobscot Mountain Trail",5.3,2103,Moderate,44.34117,-68.25024
Acadia National Park,Maine,Northeast,Bubble Pond Carriage Trail,5.4,314,Moderate,44.34984,-68.24137
Acadia National Park,Maine,Northeast,Bubbles Divide via Jordans Pond Path,4.0,951,Moderate,44.3237,-68.24989
Acadia National Park,Maine,Northeast,Bubbles Trail to Conners Nubble and Eagle Lake,4.4,1551,Moderate,44.34118,-68.25026
Acadia National Park,Maine,Northeast,Cadilac Mountain via Visitor Center,4.2,1781,Moderate,44.36194,-68.20777
Acadia National Park,Maine,Northeast,Cadillac Man via Ladder Trail,2.7,1722,Moderate,44.35187,-68.20426
Acadia National Park,Maine,Northeast,Cadillac Mountain North Ridge and Gorge Path Loop,4.8,1315,Hard,44.3728,-68.22169
Acadia National Park,Maine,Northeast,Cadillac Mountain South Ridge Trail Loop,7.5,2247,Hard,44.31306,-68.21502
Acadia National Park,Maine,Northeast,Cadillac Mountain West Face Trail,3.1,1309,Hard,44.34967,-68.2413
Acadia National Park,Maine,Northeast,Cadillac North Ridge Trail,4.0,1118,Moderate,44.37854,-68.22954
Acadia National Park,Maine,Northeast,Cadillac North Ridge Trail to Cadilac South Ridge Trail,5.3,1204,Moderate,44.37859,-68.22942
Acadia National Park,Maine,Northeast,Cadillac North Ridge Trail to South Ridge Trail,6.0,1253,Moderate,44.3786,-68.22955
Acadia National Park,Maine,Northeast,Cadillac Summit Loop Trail,0.3,45,Easy,44.3528,-68.22459
Acadia National Park,Maine,Northeast,"Cannon Brook, Cadillac South Ridge and Ladder Trail",4.6,1630,Moderate,44.35166,-68.20437
Acadia National Park,Maine,Northeast,Canon Brook Trail,3.7,961,Moderate,44.34816,-68.20218
Acadia National Park,Maine,Northeast,"Canon Brook, Cadillac South Ridge and Dorr Mountain South Ridge Trail Loop",6.0,1788,Moderate,44.34813,-68.2024
Acadia National Park,Maine,Northeast,Carriage and Around Mountain Road Loop,4.1,269,Easy,44.31224,-68.28545
Acadia National Park,Maine,Northeast,Champlain Mountain & Beehive Loop Trail,6.6,2080,Moderate,44.35871,-68.20553
Acadia National Park,Maine,Northeast,Champlain North Ridge Trail,1.9,833,Moderate,44.36312,-68.19335
Acadia National Park,Maine,Northeast,Champlain North Ridge to Champlain South Ridge to Gorham Mountain Trail,3.9,1089,Moderate,44.36304,-68.19268
Acadia National Park,Maine,Northeast,Champlain Ridge via The Beehive Trail,5.7,1889,Moderate,44.33156,-68.18517
Acadia National Park,Maine,Northeast,Compass Harbor Trail,0.8,42,Easy,44.37374,-68.19731
Acadia National Park,Maine,Northeast,Conners Nubble Trail,3.5,380,Moderate,44.37786,-68.25237
Acadia National Park,Maine,Northeast,Day Mountain Trail,2.6,564,Easy,44.29917,-68.2275
Acadia National Park,Maine,Northeast,Deer Brook Trail via Jordan Pond Path,5.0,951,Hard,44.32294,-68.25375
Acadia National Park,Maine,Northeast,Dorr Mountain Cannon Brook Loop Trail,3.2,1151,Hard,44.35181,-68.20479
Acadia National Park,Maine,Northeast,Dorr Mountain Ladder Trail,2.7,1131,Hard,44.35175,-68.20508
Acadia National Park,Maine,Northeast,Dorr Mountain North Ridge Trail to Gorge Path Loop,3.2,1181,Hard,44.37112,-68.20952
Acadia National Park,Maine,Northeast,Dorr Mountain North Ridge Trail to Ladder Trail,3.2,1181,Moderate,44.3629,-68.20741
Acadia National Park,Maine,Northeast,Dorr Mountain via Wild Gardens to Schiff to Emery Path,3.4,1151,Moderate,44.36239,-68.20759
Acadia National Park,Maine,Northeast,"Dorr, Cadillac, Pemetic and Dike Peak Loop",9.5,3166,Moderate,44.36302,-68.20897
Acadia National Park,Maine,Northeast,Duck Brook Trail,2.0,190,Easy,44.39491,-68.22357
Acadia National Park,Maine,Northeast,Duck Harbor Mountain and Goat Trails to Deep Cove,2.8,413,Moderate,44.02805,-68.65105
Acadia National Park,Maine,Northeast,Duck Harbor and Deep Cove Trail,7.7,731,Easy,44.07417,-68.63643
Acadia National Park,Maine,Northeast,Eagle Lake Carriage Road Trail,6.0,337,Easy,44.37792,-68.25222
Acadia National Park,Maine,Northeast,Eben's Head Trail,1.4,68,Easy,44.03028,-68.65189
Acadia National Park,Maine,Northeast,Flying Mountain Trail,1.5,321,Moderate,44.29949,-68.31643
Acadia National Park,Maine,Northeast,"Flying Mountain, Valley Peak and St Sauveur Peak Trail",3.1,931,Easy,44.29968,-68.31616
Acadia National Park,Maine,Northeast,Frazer Point via Frazer Creek Bike Path,2.0,170,Easy,44.37979,-68.06638
Acadia National Park,Maine,Northeast,Gorge Path Trail,3.4,1286,Moderate,44.3526,-68.22463
Acadia National Park,Maine,Northeast,Gorham Mountain,1.6,429,Moderate,44.31667,-68.19205
Acadia National Park,Maine,Northeast,Great Head Trail (Full Loop),1.8,265,Moderate,44.33388,-68.17862
Acadia National Park,Maine,Northeast,Great Head Trail (Short Option),1.6,301,Moderate,44.33001,-68.18399
Acadia National Park,Maine,Northeast,Great Long Pond Trail from Great Notch,6.9,954,Moderate,44.31513,-68.3899
Acadia National Park,Maine,Northeast,Great Meadow Loop Trail,1.8,95,Easy,44.3724,-68.21232
Acadia National Park,Maine,Northeast,Great Notch Trail,5.0,1154,Moderate,44.29663,-68.35725
Acadia National Park,Maine,Northeast,Hemlock Trail,1.7,265,Easy,44.36215,-68.20763
Acadia National Park,Maine,Northeast,Homan Path loop,1.4,485,Moderate,44.36327,-68.20723
Acadia National Park,Maine,Northeast,Homans Path to Kane Path to Wild Gardens Path Loop,2.4,505,Moderate,44.36319,-68.20715
Acadia National Park,Maine,Northeast,Homans and Emery Path,0.8,337,Easy,44.36277,-68.20763
Acadia National Park,Maine,Northeast,Hunters Beach Trail,0.5,62,Easy,44.30238,-68.22082
Acadia National Park,Maine,Northeast,Hunters Brook Trail,3.6,616,Moderate,44.30989,-68.22259
Acadia National Park,Maine,Northeast,Jesup Path,1.0,9,Easy,44.36207,-68.2082
Acadia National Park,Maine,Northeast,Jesup Trail,2.2,78,Easy,44.35902,-68.20599
Acadia National Park,Maine,Northeast,Jordan Cliffs Trail to Bubbles Trail to Jordan Pond Path,4.4,1102,Moderate,44.31987,-68.25347
Acadia National Park,Maine,Northeast,Jordan Cliffs Trail to Penobscot Mountain,3.0,1033,Expert,44.32042,-68.25416
Acadia National Park,Maine,Northeast,Jordan Cliffs to Sargent and Penobscot Mountain Loop,4.6,1532,Moderate,44.3205,-68.25405
Acadia National Park,Maine,Northeast,"Jordan Cliffs, South Bubble and Pemetic Mountain Loop",5.7,1955,Hard,44.32046,-68.25547
Acadia National Park,Maine,Northeast,Jordan Pond Carry to Eagle Lake and Bubbles Trails Loop,3.4,741,Moderate,44.34104,-68.25035
Acadia National Park,Maine,Northeast,Jordan Pond East Side Trail,2.9,82,Moderate,44.32357,-68.24842
Acadia National Park,Maine,Northeast,Jordan Pond Full Loop Trail,3.4,95,Moderate,44.322,-68.25437
Acadia National Park,Maine,Northeast,Jordan Pond Nature Trail,1.0,32,Easy,44.32028,-68.25366
Acadia National Park,Maine,Northeast,Jordan Pond West Side Trail,3.3,49,Moderate,44.32236,-68.25308
Acadia National Park,Maine,Northeast,Jordan Pond to South Bubble Summit,3.0,534,Moderate,44.32238,-68.25315
Acadia National Park,Maine,Northeast,"Jordan Pond, Sargent Mountain, and Penobscot Mountain Loop Trail",5.2,1259,Moderate,44.3229,-68.25382
Acadia National Park,Maine,Northeast,Jordan Stream Path,3.5,344,Easy,44.31992,-68.25316
Acadia National Park,Maine,Northeast,Jordan Stream and Carriage Road Loop,1.7,196,Easy,44.32018,-68.25367
Acadia National Park,Maine,Northeast,Kebo Mountain Loop Trail,2.7,459,Moderate,44.36328,-68.20731
Acadia National Park,Maine,Northeast,Kebo Mountain and Dorr North Ridge Trails,3.4,1489,Moderate,44.37697,-68.21896
Acadia National Park,Maine,Northeast,Ledge Trail,0.9,419,Moderate,44.31188,-68.33221
Acadia National Park,Maine,Northeast,Ledge Trail to Saint Sauveur Trail,1.4,465,Moderate,44.31185,-68.33225
Acadia National Park,Maine,Northeast,Little Harbor Brook Trail,3.1,177,Easy,44.29005,-68.2667
Acadia National Park,Maine,Northeast,Little Long Pond,2.2,177,Easy,44.291290000000004,-68.25942
Acadia National Park,Maine,Northeast,Long Pond And Great Notch Trails,4.8,616,Moderate,44.30001,-68.35059
Acadia National Park,Maine,Northeast,Lower Hadlock Pond Loop Trail,2.3,101,Moderate,44.31088,-68.28596
Acadia National Park,Maine,Northeast,Lower Harbor Trail,2.8,265,Easy,44.38071,-68.06762
Acadia National Park,Maine,Northeast,"Mansel, Bernard and Beach Mountain Loop",7.6,2217,Hard,44.30013,-68.35109
Acadia National Park,Maine,Northeast,Mansell Mountain Loop Trail,2.2,875,Moderate,44.30014,-68.35027
Acadia National Park,Maine,Northeast,"Mansell Mountain via Perpendicular, Razorback and Cold Brook Trail Loop",3.1,1302,Moderate,44.3001,-68.35017
Acadia National Park,Maine,Northeast,Maple Spring Trail,2.7,731,Moderate,44.32588,-68.29125
Acadia National Park,Maine,Northeast,McFarland Mountain and Youngs Mountain Trail,3.2,741,Moderate,44.37586,-68.26265
Acadia National Park,Maine,Northeast,Median Ridge and Nat Merchant Trails,4.3,334,Moderate,44.02806,-68.65105
Acadia National Park,Maine,Northeast,North Bubble Trail,0.9,374,Moderate,44.34113,-68.25027
Acadia National Park,Maine,Northeast,"North Bubble, South Bubble and Pemetic Mountain Loop",6.4,1748,Moderate,44.32241,-68.25309
Acadia National Park,Maine,Northeast,North Gorham Mountain Trail,1.5,449,Easy,44.33155,-68.18522
Acadia National Park,Maine,Northeast,Norumbega Mountain and Hadlock Ponds Loop Trail,3.0,705,Moderate,44.32592,-68.29151
Acadia National Park,Maine,Northeast,Ocean Path Trail: Thunder Hole and Monument Cove,4.5,374,Easy,44.32985,-68.18432
Acadia National Park,Maine,Northeast,Ocean Path and Gorham Mountain Loop Trail,3.1,597,Moderate,44.32998,-68.18404
Acadia National Park,Maine,Northeast,Orange and Black Path Trail,1.6,623,Moderate,44.35571,-68.18537
Acadia National Park,Maine,Northeast,Parkman Mountain Trail,2.2,748,Moderate,44.32589,-68.29126
Acadia National Park,Maine,Northeast,Parkman to Sargent to Maple Springs via Carriage Road,4.3,1427,Moderate,44.32935,-68.29304
Acadia National Park,Maine,Northeast,Pemetic Mountain via Pemetic Northwest Trail,1.2,764,Moderate,44.34121,-68.25037
Acadia National Park,Maine,Northeast,Pemetic North and South Ridge Trails,6.6,1870,Hard,44.34827,-68.24201
Acadia National Park,Maine,Northeast,Penobscot Mountain Trail,2.9,974,Moderate,44.32023,-68.25286
Acadia National Park,Maine,Northeast,Penobscot Mountain and Bubbles Loop,5.3,1663,Hard,44.32188,-68.2601
Acadia National Park,Maine,Northeast,Perpendicular Trail,2.2,889,Expert,44.30009,-68.35026
Acadia National Park,Maine,Northeast,"Precipice, Orange and Black and Champlain North Ridge Trail Loop",2.1,1049,Hard,44.34971,-68.18794
Acadia National Park,Maine,Northeast,"Precipice, Orange, Black Path and Schooner Head Loop",2.5,961,Moderate,44.34951,-68.18793
Acadia National Park,Maine,Northeast,Pretty Marsh Trail,0.6,65,Easy,44.33242,-68.40727
Acadia National Park,Maine,Northeast,Quarry Path and Otter Cove Trail,2.1,187,Easy,44.31029,-68.20378
Acadia National Park,Maine,Northeast,Razorback Trail,2.3,879,Moderate,44.29661,-68.35722
Acadia National Park,Maine,Northeast,Redfield Hill Loop,2.3,190,Easy,44.30854,-68.24437
Acadia National Park,Maine,Northeast,Saint Sauveur Mountain and Valley Peak Loop Trail,2.3,652,Moderate,44.31185,-68.33207
Acadia National Park,Maine,Northeast,Saint Sauveur and Acadia Mountain,5.5,1640,Moderate,44.31193,-68.33223
Acadia National Park,Maine,Northeast,Sargeant Mountain Ridge Loop,7.5,1774,Hard,44.31218,-68.28548
Acadia National Park,Maine,Northeast,Sargent East Cliffs Trail,3.0,1578,Hard,44.34107,-68.25035
Acadia National Park,Maine,Northeast,Sargent Mountain,4.2,1466,Moderate,44.32904,-68.29327
Acadia National Park,Maine,Northeast,Sargent Mountain South Ridge Trail,6.5,1318,Moderate,44.31218,-68.28531
Acadia National Park,Maine,Northeast,Sargent Mountain and Gilmore Peak via Giant Slide Trail,4.5,1381,Hard,44.35026,-68.30172
Acadia National Park,Maine,Northeast,Scenic Shore Trail [PRIVATE PROPERTY],7.2,875,Hard,44.37374,-68.19731
Acadia National Park,Maine,Northeast,Schiff Path to Dorr Mountain,3.2,1187,Hard,44.362,-68.20731
Acadia National Park,Maine,Northeast,Schoodic Head Overlook and The Anvil Loop Trail,2.6,482,Moderate,44.35216,-68.04712
Acadia National Park,Maine,Northeast,Schoodic Head Trail,1.1,383,Moderate,44.35015,-68.05388
Acadia National Park,Maine,Northeast,Schoodic Head and Buck Cove Mountain Trail,3.6,518,Moderate,44.36445,-68.03829
Acadia National Park,Maine,Northeast,Schoodic Woods to Blueberry Hill,4.1,666,Moderate,44.38135,-68.05859
Acadia National Park,Maine,Northeast,Schooner Head Path,5.6,347,Easy,44.3398,-68.17855
Acadia National Park,Maine,Northeast,Ship Harbor Trail,1.3,65,Easy,44.23165,-68.32552
Acadia National Park,Maine,Northeast,Sluiceway Trail,1.6,721,Moderate,44.2951,-68.36317
Acadia National Park,Maine,Northeast,South Bubble Mountain and Jordan Pond Loop,1.4,492,Moderate,44.34113,-68.2505
Acadia National Park,Maine,Northeast,South Face Trail,3.6,1505,Moderate,44.29217,-68.38697
Acadia National Park,Maine,Northeast,Spring Trail and Amphitheater Trail,4.3,961,Easy,44.32001,-68.25312
Acadia National Park,Maine,Northeast,"Spring, Penobscot Mountain, Deer Brook and Jordan Pond Path Loop",3.8,1003,Moderate,44.32046,-68.25422
Acadia National Park,Maine,Northeast,Stratheden Trail,2.0,131,Easy,44.37577,-68.21729
Acadia National Park,Maine,Northeast,Sundew Trail,1.8,137,Easy,44.33942,-68.06016
Acadia National Park,Maine,Northeast,The Anvil Trail,2.0,515,Moderate,44.35004,-68.05398
Acadia National Park,Maine,Northeast,The Beehive Loop Trail,1.4,488,Hard,44.33153,-68.1852
Acadia National Park,Maine,Northeast,The Beehive via Bowl Trail,1.0,452,Moderate,44.33154,-68.18515
Acadia National Park,Maine,Northeast,The Bowl Trail,1.3,449,Moderate,44.33155,-68.18519
Acadia National Park,Maine,Northeast,The Bubbles and North Bubble,1.5,495,Moderate,44.34115,-68.25045
Acadia National Park,Maine,Northeast,Thunder Hole,0.2,29,Easy,44.32102,-68.18935
Acadia National Park,Maine,Northeast,Triad Peak Loop,2.7,446,Moderate,44.32239,-68.25306
Acadia National Park,Maine,Northeast,Triad and Pemetic East Cliff Trails,3.4,1220,Moderate,44.31586,-68.2343
Acadia National Park,Maine,Northeast,Valley Cove Trail,2.9,387,Easy,44.29954,-68.3162
Acadia National Park,Maine,Northeast,Valley Peak Trail,3.1,1200,Moderate,44.29948,-68.31631
Acadia National Park,Maine,Northeast,Valley Trail and Canada Cliff Loop,1.6,219,Easy,44.31531,-68.34351
Acadia National Park,Maine,Northeast,Valley Trail to Canada Cliff Trail,1.3,187,Easy,44.31507,-68.34348
Acadia National Park,Maine,Northeast,Valley and Beech South Ridge Trails,3.6,780,Moderate,44.31518,-68.34363
Acadia National Park,Maine,Northeast,Western Head and Cliff Trail,3.7,295,Moderate,44.02805,-68.65107
Acadia National Park,Maine,Northeast,Western Head via Goat Trail,4.2,364,Moderate,44.02307,-68.63298
Acadia National Park,Maine,Northeast,Western Mountain Ridge Trail,3.6,1364,Moderate,44.29219,-68.387
Acadia National Park,Maine,Northeast,"Witch Hold Pond, Eagle Lake and Around Mountain Carriage Road",27.1,3490,Moderate,44.40921,-68.24661
Acadia National Park,Maine,Northeast,Witch Hole Pond Carriage Trail,7.3,459,Easy,44.4089,-68.24929
Acadia National Park,Maine,Northeast,Wonderland Trail,1.6,78,Easy,44.23375,-68.32016
Acadia National Park,Maine,Northeast,Wonsqueak Bike Path Loop,3.5,344,Easy,44.38077,-68.06554
Arches National Park,Utah,Southwest,Arches National Park Driving Tour,28.3,3077,Easy,38.61587,-109.61999
Arches National Park,Utah,Southwest,Balanced Rock Loop Trail,0.3,45,Easy,38.70169,-109.56593
Arches National Park,Utah,Southwest,Broken Arch Trail,1.7,167,Easy,38.77321,-109.58601
Arches National Park,Utah,Southwest,Courthouse Wash,10.8,449,Moderate,38.60683,-109.58758
Arches National Park,Utah,Southwest,Courthouse Wash from Willow Springs,11.7,465,Moderate,38.68698,-109.65351
Arches National Park,Utah,Southwest,Cove of Caves via Parade of Elephants Trail,1.1,272,Moderate,38.68817,-109.53854
Arches National Park,Utah,Southwest,Dark Angel,4.7,721,Moderate,38.78294,-109.59516
Arches National Park,Utah,Southwest,Delicate Arch Trail,3.1,613,Moderate,38.73568,-109.5205
Arches National Park,Utah,Southwest,Delicate Arch Viewpoint Trail,0.7,141,Easy,38.73408,-109.50124
Arches National Park,Utah,Southwest,Devils Garden Loop Trail with 7 Arches,7.5,1069,Hard,38.78271,-109.59429
Arches National Park,Utah,Southwest,Double Arch Trail,0.5,32,Easy,38.68831,-109.53835
Arches National Park,Utah,Southwest,Double O Arch Trail,3.9,649,Moderate,38.78301,-109.59513
Arches National Park,Utah,Southwest,Elephant Butte,1.4,593,Hard,38.6981,-109.54996
Arches National Park,Utah,Southwest,Eye of the Whale Trail,5.1,410,Moderate,38.70354,-109.57171
Arches National Park,Utah,Southwest,Eye of the Whale and Tower Arch OHV Route,30.2,2549,Moderate,38.70159,-109.56703
Arches National Park,Utah,Southwest,Fiery Furnace Viewpoint,0.2,3,Easy,38.74248,-109.56589
Arches National Park,Utah,Southwest,Fiery Furnace and Surprise Arch,1.7,436,Moderate,38.74325,-109.56582
Arches National Park,Utah,Southwest,Klondike Bluffs,13.0,918,Moderate,38.7409,-109.73352
Arches National Park,Utah,Southwest,La Sal Mountains Viewpoint,0.1,3,Easy,38.62643,-109.59104
Arches National Park,Utah,Southwest,Landscape Arch Trail,1.9,259,Easy,38.78304,-109.5952
Arches National Park,Utah,Southwest,Lost Spring Canyon,6.5,462,Moderate,38.80417,-109.51764
Arches National Park,Utah,Southwest,Lower Courthouse Wash Trail,1.7,65,Moderate,38.60693,-109.5871
Arches National Park,Utah,Southwest,Lower Tower Arch Trail,0.8,124,Moderate,38.78726,-109.6898
Arches National Park,Utah,Southwest,Metal Masher OHV Trail,22.3,2585,Hard,38.59632,-109.69377
Arches National Park,Utah,Southwest,Moab Canyon Pathway,8.8,872,Moderate,38.58984,-109.56184
Arches National Park,Utah,Southwest,Navajo Arch Trail,2.9,492,Easy,38.78287,-109.59507
Arches National Park,Utah,Southwest,Park Avenue Trail,1.8,298,Easy,38.62458,-109.5997
Arches National Park,Utah,Southwest,Partition Arch Trail,2.8,469,Easy,38.78296,-109.59512
Arches National Park,Utah,Southwest,Pine Tree Arch Trail and Tunnel Arch Trail,0.9,190,Easy,38.78292,-109.59513
Arches National Park,Utah,Southwest,Private Arch Trail,5.3,846,Moderate,38.78296,-109.59516
Arches National Park,Utah,Southwest,Ribbon Arch Trail,2.0,393,Moderate,38.68734,-109.53668
Arches National Park,Utah,Southwest,Rose Garden Hill OHV Trail,81.6,9117,Hard,38.57333,-109.55064
Arches National Park,Utah,Southwest,Salt Valley OHV Road,17.5,551,Easy,38.8919,-109.80045
Arches National Park,Utah,Southwest,Sand Dune Arch Trail,0.3,108,Easy,38.76475,-109.58348
Arches National Park,Utah,Southwest,Sand Dune Arch and Broken Arch,1.5,190,Easy,38.76457,-109.58343
Arches National Park,Utah,Southwest,Sand Dune Arch to Broken Arch Loop,3.0,324,Moderate,38.76484,-109.5832
Arches National Park,Utah,Southwest,Sevenmile Rim OHV Route,11.7,1397,Moderate,38.7001,-109.70983
Arches National Park,Utah,Southwest,Skyline Arch Trail,0.5,42,Easy,38.77197,-109.59095
Arches National Park,Utah,Southwest,Sovereign OHV Loop,10.5,928,Easy,38.71202,-109.70002
Arches National Park,Utah,Southwest,Sovereign Singletrack,11.3,1069,Hard,38.6979,-109.67972
Arches National Park,Utah,Southwest,Tapestry Arch,0.6,42,Easy,38.77438,-109.5867
Arches National Park,Utah,Southwest,Tower Arch Trail,2.4,600,Moderate,38.79232,-109.67525
Arches National Park,Utah,Southwest,"Tower Arch, Marching Men, and Balancing Rock OHV Route",23.0,1833,Moderate,38.76655,-109.58808
Arches National Park,Utah,Southwest,Tunnel Arch Trail,0.7,154,Easy,38.78303,-109.59516
Arches National Park,Utah,Southwest,Wall Arch and Pine Tree Arch,2.8,452,Easy,38.78233,-109.59505
Arches National Park,Utah,Southwest,Willow Springs OHV Road,15.0,987,Moderate,38.69669,-109.69856
Arches National Park,Utah,Southwest,Windows Loop and Turret Arch Trail,1.2,170,Easy,38.68714,-109.53666
Arches National Park,Utah,Southwest,Wolfe Ranch and Petroglyph Trail,0.5,16,Easy,38.7356,-109.52062
Badlands National Park,South Dakota,Central,Castle Trail,10.5,314,Moderate,43.7613,-101.92792
Badlands National Park,South Dakota,Central,Cliff Shelf Nature Trail,0.5,65,Easy,43.75043,-101.93117
Badlands National Park,South Dakota,Central,Fossil Exhibit Trail,0.4,13,Easy,43.77289,-102.00298
Badlands National Park,South Dakota,Central,Medicine Root Loop Trail,4.5,337,Easy,43.75805,-101.97438
Badlands National Park,South Dakota,Central,Notch Trail,1.3,131,Moderate,43.76031,-101.92808
Badlands National Park,South Dakota,Central,Saddle Pass Trail,0.7,216,Moderate,43.758,-101.97446
Badlands National Park,South Dakota,Central,Sage Creek Loop,22.8,807,Hard,43.83475,-102.20138
Badlands National Park,South Dakota,Central,Sheep Mountain Table Road,14.6,593,Moderate,43.72457,-102.52845
Badlands National Park,South Dakota,Central,The Door Trail,0.8,36,Moderate,43.7636,-101.92684
Badlands National Park,South Dakota,Central,The Window Trail,0.2,6,Easy,43.76022,-101.92789
Big Bend National Park,Texas,South,Balanced Rock Trail,1.9,232,Easy,29.41042,-103.20765
Big Bend National Park,Texas,South,Basin Drive,12.4,2191,Moderate,29.33452,-103.25668
Big Bend National Park,Texas,South,Basin Loop Trail,2.0,433,Easy,29.27032,-103.30178
Big Bend National Park,Texas,South,Big Bend Hot Springs Trail,1.1,127,Easy,29.17748,-102.99924
Big Bend National Park,Texas,South,Black Gap OHV Trail,16.3,935,Moderate,29.17567,-103.15716
Big Bend National Park,Texas,South,Black Gap Wildlife Management Area Trail,1.7,82,Moderate,29.5622,-102.95257
Big Bend National Park,Texas,South,Blue Creek Trail,11.0,2693,Expert,29.21642,-103.36926
Big Bend National Park,Texas,South,"Blue Creek, Pinnacles, Juniper Canyon and Dodson Trail",31.6,6958,Expert,29.21641,-103.36925
Big Bend National Park,Texas,South,Boquillas Canyon Trail,1.2,229,Moderate,29.20065,-102.91936
Big Bend National Park,Texas,South,Burro Spring Trail,2.4,246,Easy,29.23082,-103.41749
Big Bend National Park,Texas,South,Cattail Falls,5.7,685,Moderate,29.27977,-103.36844
Big Bend National Park,Texas,South,Chihuahuan Desert Nature Trail,0.5,36,Easy,29.27233,-103.13587
Big Bend National Park,Texas,South,Chimneys Trail,4.6,364,Moderate,29.20576,-103.42343
Big Bend National Park,Texas,South,Cross Canyon Trail,13.3,3100,Hard,29.04524,-103.10654
Big Bend National Park,Texas,South,Dagger Flat Auto OHV Trail,14.7,810,Easy,29.48388,-103.13199
Big Bend National Park,Texas,South,Devil's Den Trail,4.5,357,Moderate,29.62241,-103.14261
Big Bend National Park,Texas,South,Dodson Trail,11.0,1925,Hard,29.21638,-103.36928
Big Bend National Park,Texas,South,Dog Canyon Trail,4.3,272,Easy,29.61909,-103.14198
