park_name,state,region,trail_name,distance_miles,elevation_gain_ft,difficulty,latitude,longitude
Crater Lake National Park,Oregon,Northwest,Crater Lake Rim Scenic Drive,50.2,5885,Easy,43.08861,-122.11648
Crater Lake National Park,Oregon,Northwest,Crater Peak Trail,7.0,1184,Moderate,42.88233,-122.09773
Crater Lake National Park,Oregon,Northwest,Discovery Point Trail,4.0,915,Easy,42.91089,-122.14595
Crater Lake National Park,Oregon,Northwest,Dutton Creek Trail,4.4,1043,Moderate,42.91206,-122.14762
Crater Lake National Park,Oregon,Northwest,Garfield Peak Trail,3.4,1069,Moderate,42.91,-122.14199
Crater Lake National Park,Oregon,Northwest,Godfrey Glen Trail,1.1,65,Easy,42.86676,-122.14558
Crater Lake National Park,Oregon,Northwest,Lady of the Woods Trail,0.7,111,Easy,42.89698,-122.13413
Crater Lake National Park,Oregon,Northwest,Lightning Spring Trail,8.4,1299,Moderate,42.93441,-122.17006
Crater Lake National Park,Oregon,Northwest,Mazama Village to Rim Village at Crater Lake,8.3,1742,Moderate,42.87174,-122.16931
Crater Lake National Park,Oregon,Northwest,Mount Scott Trail,4.2,1259,Moderate,42.92905,-122.03015
Crater Lake National Park,Oregon,Northwest,PCT: Crater Lake to Willamette Trailhead,80.5,10410,Moderate,42.87187,-122.16929
Crater Lake National Park,Oregon,Northwest,Pacific Crest Trail and Alternate Loop,31.0,3976,Hard,42.87199,-122.16928
Crater Lake National Park,Oregon,Northwest,Pinnacles Valley Trail,0.7,39,Easy,42.84983,-122.00705
Crater Lake National Park,Oregon,Northwest,Plaikni Falls Trail,2.0,134,Easy,42.901650000000004,-122.06111
Crater Lake National Park,Oregon,Northwest,Stuart Falls Trail,11.7,1440,Moderate,42.84313,-122.14949
Crater Lake National Park,Oregon,Northwest,Sun Notch Trail,0.8,127,Easy,42.9,-122.09549
Crater Lake National Park,Oregon,Northwest,The Watchman Peak Trail,1.6,387,Moderate,42.94581,-122.16896
Crater Lake National Park,Oregon,Northwest,Union Peak Trail,9.6,1683,Moderate,42.8711,-122.18044
Crater Lake National Park,Oregon,Northwest,Wizard Island Trail,2.3,751,Moderate,42.93439,-122.1503
Cuyahoga Valley National Park,Ohio,Northeast,Blue Hen Falls Trail,0.5,78,Moderate,41.25634,-81.57266
Cuyahoga Valley National Park,Ohio,Northeast,Boston Run Trail,3.1,232,Moderate,41.23206,-81.50731
Cuyahoga Valley National Park,Ohio,Northeast,Boston to Red Lock Loop via Buckeye Trail and Ohio and Erie Canal Towpath,7.8,774,Moderate,41.26274,-81.55908
Cuyahoga Valley National Park,Ohio,Northeast,Brandywine Gorge Trail,1.7,216,Moderate,41.27688,-81.54021
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail and Bridle Trail Loop from Red Lock Trailhead,5.7,528,Moderate,41.28954,-81.56376
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail and Ohio & Erie Canal Towpath Loop,3.6,334,Moderate,41.26251,-81.55878
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail and Ohio and Erie Canal Towpath Loop Extended,6.9,541,Moderate,41.26252,-81.5585
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail to Bridle Trail Loop,11.6,1263,Moderate,41.26282,-81.55818
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail to Valley Bridle Trail Loop,3.4,393,Moderate,41.23943,-81.53804
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail: Blue Hen to Jaite,7.7,1000,Moderate,41.25609,-81.57269
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail: Jaite to Boston,10.2,1453,Moderate,41.28875,-81.57178
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail: Jaite to Brecksville Station,7.5,669,Moderate,41.28877,-81.57174
Cuyahoga Valley National Park,Ohio,Northeast,Buckeye Trail: Short Loop,2.2,344,Easy,41.23942,-81.53818
Cuyahoga Valley National Park,Ohio,Northeast,"Buckeye, West Highland Road, and Stanford Loop",10.6,1164,Moderate,41.26344,-81.55849
Cuyahoga Valley National Park,Ohio,Northeast,Cross Country Trail from Kendall Lake,2.9,239,Moderate,41.21792,-81.52496
Cuyahoga Valley National Park,Ohio,Northeast,Cross Country Trail from Quick Road,3.6,351,Easy,41.20925,-81.52686
Cuyahoga Valley National Park,Ohio,Northeast,Cuyahoga Valley Trail,5.1,295,Easy,41.23938,-81.53801
Cuyahoga Valley National Park,Ohio,Northeast,East Rim MTB Trail,2.3,183,Moderate,41.25512,-81.51897
Cuyahoga Valley National Park,Ohio,Northeast,Forest Point Trail,0.8,39,Easy,41.22628,-81.5143
Cuyahoga Valley National Park,Ohio,Northeast,Furnace Run,1.7,242,Moderate,41.20417,-81.58072
Cuyahoga Valley National Park,Ohio,Northeast,Hale Farm Connector to Ohio & Erie Canal Towpath Trail,3.1,137,Easy,41.19402,-81.57763
Cuyahoga Valley National Park,Ohio,Northeast,Haskell Run Trail,0.7,70,Easy,41.23169,-81.50783
Cuyahoga Valley National Park,Ohio,Northeast,Kendall Lake Loop,1.0,59,Easy,41.21887,-81.52413
Cuyahoga Valley National Park,Ohio,Northeast,Langes Run and Butler’s Trail Loop,1.9,203,Easy,41.2123,-81.54555
Cuyahoga Valley National Park,Ohio,Northeast,Ledges Trail,2.6,154,Moderate,41.22386,-81.51015
Cuyahoga Valley National Park,Ohio,Northeast,Ledges Trail Loop via Haskell Run Trail,2.5,285,Moderate,41.23193,-81.50783
Cuyahoga Valley National Park,Ohio,Northeast,Ledges Trail and Pine Grove Trail Loop,3.6,275,Moderate,41.22308,-81.51057
Cuyahoga Valley National Park,Ohio,Northeast,Oak Hill Trail,1.4,95,Easy,41.21942,-81.57623
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath Trail: Brecksville Station,4.4,68,Easy,41.31788,-81.58767
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath and Buckeye Trail Loop,5.8,377,Moderate,41.24317,-81.55035
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath from Boston Mills to Peninsula,4.9,91,Easy,41.26261,-81.55849
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath from Ira Trailhead,3.1,42,Easy,41.18411,-81.58176
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath: Peninsula to Boston Mills,4.8,85,Easy,41.2433,-81.54995
Cuyahoga Valley National Park,Ohio,Northeast,Ohio and Erie Canal Towpath: Red Lock to Peninsula,8.9,147,Easy,41.28955,-81.56379
Cuyahoga Valley National Park,Ohio,Northeast,Old Carriage Trail [CLOSED],5.3,347,Moderate,41.28957,-81.56437
Cuyahoga Valley National Park,Ohio,Northeast,Perkins Trail and Riding Run Loop,4.8,541,Moderate,41.20419,-81.5807
Cuyahoga Valley National Park,Ohio,Northeast,"Perkins Trail, Riding Run, and Furnace Trail Loop",5.7,787,Moderate,41.20425,-81.5806
Cuyahoga Valley National Park,Ohio,Northeast,Pine Grove Trail,2.0,91,Easy,41.22634,-81.51406
Cuyahoga Valley National Park,Ohio,Northeast,Pine Grove Trail and Ledges Trail Loop from Kendall Lake,3.8,324,Moderate,41.21802,-81.52488
Cuyahoga Valley National Park,Ohio,Northeast,Plateau Trail,4.4,318,Moderate,41.21948,-81.57649
Cuyahoga Valley National Park,Ohio,Northeast,Riding Run Trail Loop,3.8,429,Moderate,41.2042,-81.58074
Cuyahoga Valley National Park,Ohio,Northeast,Salt Run Trail,4.2,406,Moderate,41.21832,-81.52429
Cuyahoga Valley National Park,Ohio,Northeast,Stanford House to Brandywine Falls Trail,3.8,534,Moderate,41.27104,-81.5567
Cuyahoga Valley National Park,Ohio,Northeast,Three Waterfalls Loop [PRIVATE PROPERTY],7.5,797,Moderate,41.25596,-81.5727
Cuyahoga Valley National Park,Ohio,Northeast,Tree Farm Trail,2.8,147,Easy,41.23328,-81.56917
Cuyahoga Valley National Park,Ohio,Northeast,Twin Sister Falls,1.8,131,Easy,41.3183,-81.58776
Cuyahoga Valley National Park,Ohio,Northeast,Valley Bridle Trail,1.8,334,Easy,41.23937,-81.5381
Cuyahoga Valley National Park,Ohio,Northeast,Wetmore Bridle Trail,4.7,557,Moderate,41.21248,-81.54581
Cuyahoga Valley National Park,Ohio,Northeast,Wetmore Outer Loop,6.6,800,Moderate,41.21244,-81.54589
Cuyahoga Valley National Park,Ohio,Northeast,"Wetmore, Lake and Salt Run Trail Loop",9.7,1046,Moderate,41.21247,-81.54555
Death Valley National Park,California,West,Artist's Palette,0.4,114,Easy,36.33218,-116.80642
Death Valley National Park,California,West,Artists Drive,9.7,1653,Easy,36.33004,-116.83007
Death Valley National Park,California,West,Ashford Canyon Trail,9.4,2395,Moderate,35.91989,-116.6825
Death Valley National Park,California,West,Badwater Basin Salt Flats Trail,1.8,9,Easy,36.23035,-116.7668
Death Valley National Park,California,West,Big 4 Mines OHV Trail,16.2,1594,Easy,36.34264,-117.38866
Death Valley National Park,California,West,Chloride City OHV Trail,14.9,2611,Moderate,36.75057,-116.93674
Death Valley National Park,California,West,Coffin Peak,2.7,702,Moderate,36.21773,-116.72267
Death Valley National Park,California,West,Corkscrew Peak,7.0,3093,Hard,36.73892,-116.96825
Death Valley National Park,California,West,Cottonwood-Marble Canyon Loop,31.8,5613,Expert,36.64232,-117.26994
Death Valley National Park,California,West,Dante's View Trail,1.6,360,Easy,36.22072,-116.72648
Death Valley National Park,California,West,Darwin Falls Trail,5.8,826,Moderate,36.30312,-117.52471
Death Valley National Park,California,West,Darwin Falls Trail via Old Toll Road,1.9,226,Easy,36.32748,-117.51472
Death Valley National Park,California,West,Death Valley Buttes,3.7,1473,Hard,36.723910000000004,-116.97807
Death Valley National Park,California,West,Death Valley Natural Bridge Road,4.3,1000,Easy,36.27403,-116.79283
Death Valley National Park,California,West,Death Valley Scenic Drive OHV Trail,54.5,7992,Moderate,37.01767,-117.41107
Death Valley National Park,California,West,Death Valley West Side OHV Road,35.8,429,Easy,35.93775,-116.70463
Death Valley National Park,California,West,Desolation Canyon Trail,3.6,770,Moderate,36.39584,-116.83872
Death Valley National Park,California,West,Devil's Golf Course,2.6,72,Easy,36.29856,-116.8117
Death Valley National Park,California,West,Echo Pass and Inyo Mine OHV Loop,7.3,1302,Moderate,36.51645,-116.67861
Death Valley National Park,California,West,Eureka Dunes,3.5,616,Moderate,37.11194,-117.6807
Death Valley National Park,California,West,Fall Canyon Trail,6.6,2155,Moderate,36.8222,-117.17391
Death Valley National Park,California,West,Father Crowley Vista,1.2,72,Easy,36.35184,-117.55048
Death Valley National Park,California,West,Golden Canyon Trail to Red Cathedral,2.9,574,Moderate,36.42062,-116.84703
Death Valley National Park,California,West,Golden Canyon and Gower Gulch Loop via Zabriskie Point,5.8,1092,Moderate,36.4208,-116.81035
Death Valley National Park,California,West,Goler Canyon OHV Road,10.9,3487,Moderate,35.85897,-117.17974
Death Valley National Park,California,West,Goler Wash and Mengal Pass Route,61.6,4990,Hard,36.0337,-117.28167
Death Valley National Park,California,West,Gower Gulch Loop Trail,4.2,715,Moderate,36.42055,-116.84767
Death Valley National Park,California,West,Grotto Canyon,2.1,672,Moderate,36.58239,-117.10433
Death Valley National Park,California,West,Hanaupah Canyon Trail,17.9,3976,Moderate,36.22563,-116.88152
Death Valley National Park,California,West,Harmony Borax Works,0.4,22,Easy,36.47987,-116.8733
Death Valley National Park,California,West,Harry Wade Road OHV Trail,31.5,748,Easy,35.89917,-116.65586
Death Valley National Park,California,West,Helios Canyon,3.4,2168,Expert,36.20145,-116.76999
Death Valley National Park,California,West,Hidden Valley OHV Drive,29.4,2683,Moderate,36.75999,-117.54233
Death Valley National Park,California,West,Historic Stovepipe Well,0.2,0,Easy,36.65905,-117.07939
Death Valley National Park,California,West,Hunter Mountain OHV Road,10.7,2247,Moderate,36.60175,-117.46085
Death Valley National Park,California,West,Ibex Dunes Trail,5.7,485,Moderate,35.73869,-116.38247
Death Valley National Park,California,West,Indian Pass,13.0,1870,Hard,36.54764,-116.89007
Death Valley National Park,California,West,Inyo Mine Trail,0.8,239,Moderate,36.49337,-116.70383
Death Valley National Park,California,West,Jack Gunn Maltese Peak Trail,1.1,442,Moderate,36.43698,-117.60708
Death Valley National Park,California,West,Johnson Canyon OHV Trail,23.1,5239,Moderate,36.09819,-116.8455
Death Valley National Park,California,West,Jubilee Mountain,2.2,1177,Hard,35.91015,-116.57937
Death Valley National Park,California,West,Kaleidoscope Canyon Trail,5.8,1486,Hard,35.90761,-116.62076
Death Valley National Park,California,West,Lippincott Mine Road,6.8,1958,Hard,36.62027,-117.6484
Death Valley National Park,California,West,Little Bridge Canyon Trail,6.0,1866,Hard,36.60106,-117.09666
Death Valley National Park,California,West,Lower Telephone Canyon,4.9,1190,Moderate,36.48687,-117.19928
Death Valley National Park,California,West,Manly Beacon via Zabriskie Point and Gower Gulch,3.2,541,Moderate,36.42094,-116.81009
Death Valley National Park,California,West,Marble Canyon Petroglyphs,10.8,1486,Easy,36.64162,-117.29155
Death Valley National Park,California,West,Mesquite Flat Sand Dunes Trail,2.8,206,Easy,36.60611,-117.1151
Death Valley National Park,California,West,Monarch Canyon/Mine Trail,2.4,472,Easy,36.73672,-116.91251
Death Valley National Park,California,West,Mosaic Canyon Trail,3.5,1066,Easy,36.57185,-117.14421
Death Valley National Park,California,West,Mt. Perry,8.7,2089,Moderate,36.22096,-116.72655
Death Valley National Park,California,West,Panamint Dunes Trail,3.5,544,Moderate,36.45381,-117.45123
Death Valley National Park,California,West,Pinon Mesa via Hummingbird Spring Trail,3.5,1003,Moderate,36.24851,-117.12722
Death Valley National Park,California,West,Pride Rock,2.5,13,Easy,36.60836,-117.14413
Death Valley National Park,California,West,Racetrack Valley OHV Road,28.9,2627,Moderate,37.0128,-117.45775
Death Valley National Park,California,West,"Red Canyon, Manly Beacon, Zabriskie Point Loop",4.7,1177,Moderate,36.4208,-116.81035
Death Valley National Park,Nevada,West,Rhyolite Ghost Town,1.1,118,Easy,36.89737,-116.82951
Death Valley National Park,California,West,Ridgecrest to Death Valley OHV Trail,165.9,9993,Moderate,35.61407,-117.67073
Death Valley National Park,California,West,Saline Valley Hot Spring,0.3,0,Easy,36.83402,-117.73855
Death Valley National Park,California,West,Saline Valley OHV Road,82.4,10164,Moderate,36.3308,-117.71478
Death Valley National Park,California,West,Salt Creek Interpretive Trail,0.9,26,Easy,36.5907,-116.98989
Death Valley National Park,California,West,Scotty's Spring,11.1,2454,Hard,35.91984,-116.68249
Death Valley National Park,California,West,Sidewinder Canyon,3.9,1046,Moderate,36.06593,-116.74484
Death Valley National Park,California,West,Skidoo OHV Road,17.2,1630,Moderate,36.38589,-117.15093
Death Valley National Park,California,West,Swaney Loop,14.2,2969,Moderate,36.61949,-117.33029
Death Valley National Park,California,West,Telescope Peak Trail,12.0,3323,Hard,36.22988,-117.06829
Death Valley National Park,California,West,Telescope Peak via Shorty's Well Route,19.9,11692,Hard,36.22563,-116.8816
Death Valley National Park,California,West,Texas Springs Trail,1.8,357,Easy,36.45958,-116.85234
Death Valley National Park,California,West,The Grandstand via Racetrack Trail,1.8,59,Easy,36.69389,-117.57139
Death Valley National Park,Nevada,West,Thimble Peak Trail,3.2,1646,Moderate,36.82866,-117.03255
Death Valley National Park,California,West,Titus Canyon Narrows,1.2,242,Easy,36.82184,-117.17427
Death Valley National Park,Nevada,West,Titus Canyon Road,26.0,2417,Easy,36.85936,-116.84565
Death Valley National Park,California,West,Tule Springs,0.5,3,Easy,36.24328,-116.88165
Death Valley National Park,California,West,Ubehebe Peak Trail,4.0,2306,Hard,36.69439,-117.57159
Death Valley National Park,California,West,Ubehebe and Little Hebe Crater Trail,2.2,725,Easy,37.01083,-117.4549
Death Valley National Park,California,West,Ubeheh Crater Path,0.6,127,Easy,37.01081,-117.45493
Death Valley National Park,California,West,Willow Canyon Trail,4.6,1338,Moderate,36.06574,-116.74471
Death Valley National Park,California,West,Zabriskie Point,0.4,52,Easy,36.42095,-116.80986
Death Valley National Park,California,West,Zabriskie Point and Gower Gulch Path Loop,2.7,413,Moderate,36.42082,-116.81018
Denali National Park,Alaska,Northwest,Bison Gulch,7.0,3868,Hard,63.80507,-148.95336
Denali National Park,Alaska,Northwest,Bison Gulch to Denali Visitors Center,9.8,4547,Hard,63.80495,-148.95416
Denali National Park,Alaska,Northwest,Blueberry Hill Trail,0.9,154,Moderate,63.49541,-150.88137
Denali National Park,Alaska,Northwest,Camp Ridge Trail,4.2,1768,Hard,63.52451,-150.96072
Denali National Park,Alaska,Northwest,Eldorado Creek Trail,8.5,1305,Moderate,63.52668,-150.96891
Denali National Park,Alaska,Northwest,Horseshoe Lake Trail,2.1,393,Easy,63.73661,-148.915
Denali National Park,Alaska,Northwest,Jonesville Trail,0.9,173,Easy,63.73334,-148.89618
Denali National Park,Alaska,Northwest,McKinley Bar Trail,4.6,971,Easy,63.45799,-150.85
Denali National Park,Alaska,Northwest,McKinley Station Trail,2.9,374,Easy,63.73324,-148.89659
Denali National Park,Alaska,Northwest,McKinley Station and Morino Loop Trail,0.9,111,Moderate,63.7315,-148.91785
Denali National Park,Alaska,Northwest,Mount Healy Overlook Trail,4.3,1666,Moderate,63.73049,-148.91968
Denali National Park,Alaska,Northwest,Mount Thorofare Ridge Loop,4.1,1666,Hard,63.43108,-150.31096
Denali National Park,Alaska,Northwest,Quigley Ridge Trail,9.1,2398,Moderate,63.52444,-150.96015
Denali National Park,Alaska,Northwest,Roadside Trail,3.4,705,Easy,63.73034,-148.91945
Denali National Park,Alaska,Northwest,Rock Creek Trail,4.4,944,Moderate,63.73056,-148.91955
Denali National Park,Alaska,Northwest,Spruce Tree Trail,0.4,78,Easy,63.73136,-148.91762
Denali National Park,Alaska,Northwest,Stampede Trail to Sushana River,38.2,4242,Hard,63.88374,-149.26764
Denali National Park,Alaska,Northwest,Taiga Trail,1.6,206,Moderate,63.73043,-148.91922
Denali National Park,Alaska,Northwest,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,3.0,521,Moderate,63.73128,-148.9171
Denali National Park,Alaska,Northwest,Triple Lakes Trail,18.5,3690,Hard,63.73319,-148.89682
Dry Tortugas National Park,Florida,South,Fort Jefferson Loop,0.5,3,Easy,24.62723,-82.87242
Everglades National Park,Florida,South,Anhinga Trail,1.5,0,Easy,25.38252,-80.60978
Everglades National Park,Florida,South,Bear Lake Trail,7.8,9,Easy,25.14393,-80.92357
Everglades National Park,Florida,South,Bobcat Boardwalk Trail,0.4,0,Easy,25.75662,-80.7661
Everglades National Park,Florida,South,Christian Point Trail,5.2,19,Easy,25.14418,-80.92382
Everglades National Park,Florida,South,Eco Pond Trail,0.5,3,Easy,25.13873,-80.93758
Everglades National Park,Florida,South,Everglades Coastal Prairie Trail,17.0,16,Easy,25.13673,-80.94849
Everglades National Park,Florida,South,Everglades National Park East Entrance to Flamingo Scenic Route,36.2,26,Easy,25.4036,-80.55841
Everglades National Park,Florida,South,Fakahatchee Island,19.7,0,Moderate,25.83536,-81.50646
Everglades National Park,Florida,South,Flamingo Campground,2.2,3,Easy,25.13763,-80.93821
Everglades National Park,Florida,South,Flamingo to Coot Bay,7.5,6,Easy,25.14257,-80.92257
Everglades National Park,Florida,South,Gumbo Limbo Trail,0.4,0,Easy,25.38245,-80.61006
Everglades National Park,Florida,South,Guy Bradley Trail,1.0,6,Easy,25.14033,-80.92546
Everglades National Park,Florida,South,Long Pine Key Trail,15.5,0,Easy,25.42802,-80.72079
Everglades National Park,Florida,South,Mahogany Hammock Trail,0.4,0,Easy,25.32375,-80.83196
Everglades National Park,Florida,South,Nine Mile Pond,5.5,0,Easy,25.25362,-80.79805
Everglades National Park,Florida,South,Otter Cave Hammock Trail,0.3,0,Easy,25.74861,-80.76693
Everglades National Park,Florida,South,Pa-Hay-Okee Overlook Trail,0.2,0,Easy,25.44076,-80.78342
Everglades National Park,Florida,South,Pinelands Trail,0.4,0,Easy,25.42319,-80.67959
Everglades National Park,Florida,South,Rowdy Bend Trail,5.2,6,Easy,25.17508,-80.90501
Everglades National Park,Florida,South,Shark Valley Trail,15.8,22,Easy,25.7567,-80.76584
Everglades National Park,Florida,South,Snake Bight Trail,3.6,3,Easy,25.20107,-80.87416
Everglades National Park,Florida,South,West Lake Canoe Trails,17.1,3,Easy,25.21468,-80.85047
Everglades National Park,Florida,South,West Lake Trail,0.3,0,Easy,25.21429,-80.85071
Everglades National Park,Florida,South,Wilderness Waterway,88.9,19,Moderate,25.14256,-80.92243
Fort Hunt National Park,Virginia,South,Fort Hunt Park Main Loop,1.3,32,Easy,38.71518,-77.05732
Fort Hunt National Park,Virginia,South,Fort Hunt Park Short Loop,0.7,13,Easy,38.71507,-77.05733
Fort Hunt National Park,Virginia,South,Mount Vernon Trail,18.4,620,Easy,38.7108,-77.08579
Fort Pickens National Park,Florida,South,Blackbird Marsh Trail,1.6,9,Easy,30.31943,-87.26118
Fort Pickens National Park,Florida,South,Fort Pickens Trail,8.2,88,Easy,30.31858,-87.24114
Gateway Arch National Park,Missouri,Other,Jefferson National Expansion Memorial,1.6,68,Easy,38.62327,-90.18743
Gateway Arch National Park,Missouri,Other,St. Louis Riverfront Trail,21.4,360,Easy,38.63514,-90.18118
Glacier Bay National Park,Alaska,Northwest,Bartlet Lake Trail,5.9,465,Easy,58.46205,-135.77323
Glacier Bay National Park,Alaska,Northwest,Bartlett Cove Forest Loop Trail,1.1,111,Easy,58.45462,-135.88312
Glacier Bay National Park,Alaska,Northwest,Bartlett River Trail,6.9,875,Easy,58.4543,-135.86902
Glacier Bay National Park,Alaska,Northwest,Point Gustavus,12.5,387,Moderate,58.45379,-135.88686
Glacier Bay National Park,Alaska,Northwest,Tlingit Trail,1.1,65,Easy,58.45442,-135.88565
Glacier National Park,Montana,Northwest,Akokala Lake Trail,11.4,2076,Moderate,48.82859,-114.20173
Glacier National Park,Montana,Northwest,Apgar Bike Trail,3.5,26,Easy,48.5272,-113.99454
Glacier National Park,Montana,Northwest,Apgar Lookout Trail,7.1,1860,Hard,48.50434,-114.02082
Glacier National Park,Montana,Northwest,Apikuni Falls Trail via Appekunny Creek Trail,1.8,587,Easy,48.80541,-113.63446
Glacier National Park,Montana,Northwest,Apikuni Mountain,6.4,4104,Hard,48.80544,-113.63455
Glacier National Park,Montana,Northwest,Appistoki Falls,1.2,164,Easy,48.48511,-113.36152
Glacier National Park,Montana,Northwest,Aster Park,3.5,666,Expert,48.48323,-113.36946
Glacier National Park,Montana,Northwest,Aster Park Overlook and Rockwell Falls,9.0,1020,Moderate,48.48442,-113.36922
Glacier National Park,Montana,Northwest,Avalanche Lake via the Trail of the Cedars,5.7,748,Moderate,48.68007,-113.81912
Glacier National Park,Montana,Northwest,Baring Falls Via Piegan Pass Trail,1.3,65,Easy,48.67611,-113.58136
Glacier National Park,Montana,Northwest,Baring Falls via Piegan Pass Trail,1.9,206,Moderate,48.67387,-113.60872
Glacier National Park,Montana,Northwest,Beaver Pond Trail,3.4,410,Easy,48.73799,-113.43793
Glacier National Park,Montana,Northwest,Belly River Trail,15.3,1368,Moderate,48.99586,-113.65964
Glacier National Park,Montana,Northwest,Belly River Trail to Cosley Lake,17.8,1876,Hard,48.99598,-113.65968
Glacier National Park,Montana,Northwest,Belly River Trail to Foot Glenns Lake,10.5,767,Moderate,48.99587,-113.66023
Glacier National Park,Montana,Northwest,Boulder Pass Trail,29.3,4616,Moderate,48.95783,-113.8922
Glacier National Park,Montana,Northwest,Boulder Pass to Lake Janet,8.0,1082,Moderate,48.95767,-113.89239
Glacier National Park,Montana,Northwest,Bowman Lake Trail,26.2,3090,Hard,48.83047,-114.20242
Glacier National Park,Montana,Northwest,Bowman Lake Trail to Upper Waterton Lake,43.3,5485,Moderate,48.82924,-114.20052
Glacier National Park,Montana,Northwest,Bullhead Lake Trail,6.9,442,Moderate,48.79771,-113.67863
Glacier National Park,Montana,Northwest,Chief Mountain,6.3,2880,Hard,48.95531,-113.60198
Glacier National Park,Montana,Northwest,Cobalt Lake,10.6,1551,Moderate,48.4836,-113.36931
Glacier National Park,Montana,Northwest,Cobalt Lake-Two Medicine Pass,22.9,3421,Moderate,48.49227,-113.36566
Glacier National Park,Montana,Northwest,Comeau Pass Via Sperry Lake Trail,16.5,4901,Hard,48.61682,-113.8754
Glacier National Park,Montana,Northwest,Continental Divide Trail to Fifty Mountain Shelter,32.0,17568,Moderate,48.75496,-113.80047
Glacier National Park,Montana,Northwest,Covey Meadow Loop,2.2,196,Easy,48.7838,-114.27983
Glacier National Park,Montana,Northwest,Cracker Lake Trail,12.0,1650,Moderate,48.79495,-113.65599
Glacier National Park,Montana,Northwest,Cut Bank Pass via Pitamakan Trail,29.9,6184,Expert,48.60248,-113.38368
Glacier National Park,Montana,Northwest,Dawson Pass and Pitamakan Pass Loop,17.2,3641,Expert,48.4921,-113.36553
Glacier National Park,Montana,Northwest,Dry Fork Trail,5.4,777,Moderate,48.50511,-113.32923
Glacier National Park,Montana,Northwest,Fielding Coal Creek Trail,30.4,8408,Hard,48.28443,-113.45227
Glacier National Park,Montana,Northwest,Firebrand Pass,10.7,2211,Moderate,48.37136,-113.27959
Glacier National Park,Montana,Northwest,Firebrand Trail to Ole Creek,22.7,3100,Hard,48.37171,-113.27942
Glacier National Park,Montana,Northwest,Fish Lake Trail,5.5,1338,Moderate,48.61739,-113.87692
Glacier National Park,Montana,Northwest,Florence Falls Trail,9.2,1174,Moderate,48.67734,-113.65214
Glacier National Park,Montana,Northwest,Gable Pass Trail via Otatso Creek,30.0,6459,Moderate,48.94736,-113.50028
Glacier National Park,Montana,Northwest,Glacier National Park Full Traverse - Kintla Lake to Lake McDonald,92.9,18694,Hard,48.93603,-114.34572
Glacier National Park,Montana,Northwest,Going-to-the-Sun Road: West Glacier to Saint Mary,49.0,5603,Easy,48.49653,-113.9829
Glacier National Park,Montana,Northwest,Granite Park Trail,8.1,2608,Moderate,48.75497,-113.80042
Glacier National Park,Montana,Northwest,Granite Park to Flattop Mountain Trail,27.1,6341,Expert,48.75496,-113.80046
Glacier National Park,Montana,Northwest,Granite Park via Highline Trail,11.2,1466,Hard,48.69655,-113.71766
Glacier National Park,Montana,Northwest,Grinnell Glacier Trail,11.3,2162,Hard,48.79724,-113.66887
Glacier National Park,Montana,Northwest,Grinnell Lake Trail,7.1,351,Easy,48.79602,-113.65711
Glacier National Park,Montana,Northwest,Grinnell Lake and Lake Josephine via Piegan Pass Trail,21.9,4452,Hard,48.70151,-113.66745
Glacier National Park,Montana,Northwest,Grinnell Overlook via Granite Park,11.4,3710,Hard,48.75494,-113.80044
Glacier National Park,Montana,Northwest,Gunsight Pass Trail,18.8,3727,Expert,48.6775,-113.652
Glacier National Park,Montana,Northwest,Harrison Lake,15.0,1210,Hard,48.4913,-113.8622
Glacier National Park,Montana,Northwest,Haystack Butte Trail,8.2,1689,Moderate,48.69653,-113.71816
Glacier National Park,Montana,Northwest,Hidden Lake Overlook,2.8,580,Moderate,48.69542,-113.71817
Glacier National Park,Montana,Northwest,Hidden Lake Trail,5.3,1374,Moderate,48.69563,-113.71716
Glacier National Park,Montana,Northwest,Hidden Meadow Trail,2.6,226,Easy,48.74894,-114.24938
Glacier National Park,Montana,Northwest,Highline Trail - Logan Pass to Granite Park Chalet,14.9,2578,Hard,48.69603,-113.71782
Glacier National Park,Montana,Northwest,Highline and Swiftcurrent Pass Trail,14.7,2020,Hard,48.69675,-113.71817
Glacier National Park,Montana,Northwest,Howe Lake Trail,4.3,433,Easy,48.60919,-114.02783
Glacier National Park,Montana,Northwest,Huckleberry Mountain Lookout,11.3,2772,Hard,48.59664,-114.03829
Glacier National Park,Montana,Northwest,Huckleberry Mountain Nature Trail,0.9,98,Easy,48.62452,-114.12946
